Credential,Years After Graduation,Field of Study (2-digit CIP code),Field of Study (4-digit CIP code),Median Income,Cohort Size
Bachelor's degree,4,"09. Communication, journalism and related programs","09.09. Public relations, advertising and applied communication",64000.00,100
Bachelor's degree,4,10. Communications technologies/technicians and support services,10.03. Graphic communications,46500.00,50
Bachelor's degree,4,11. Computer and information sciences and support services,"11.01. Computer and information sciences and support services, general",72900.00,320
Bachelor's degree,4,11. Computer and information sciences and support services,11.07. Computer science,68000.00,510
Bachelor's degree,4,13. Education,"13.01. Education, general",60900.00,220
Bachelor's degree,4,13. Education,"13.02. Bilingual, multilingual and multicultural education",63000.00,30
Bachelor's degree,4,13. Education,"13.12. Teacher education and professional development, specific levels and methods",63000.00,4450
Bachelor's degree,4,13. Education,"13.13. Teacher education and professional development, specific subject areas",65100.00,2760
Bachelor's degree,4,14. Engineering,14.05. Bioengineering and biomedical engineering,86300.00,50
Bachelor's degree,4,14. Engineering,14.07. Chemical engineering,100900.00,700
Bachelor's degree,4,14. Engineering,14.08. Civil engineering,81100.00,770
Bachelor's degree,4,14. Engineering,14.09. Computer engineering,72000.00,240
Bachelor's degree,4,14. Engineering,"14.10. Electrical, electronics and communications engineering",83600.00,680
Bachelor's degree,4,14. Engineering,14.12. Engineering physics/applied physics,74400.00,40
Bachelor's degree,4,14. Engineering,14.14. Environmental/environmental health engineering,78500.00,110
Bachelor's degree,4,14. Engineering,14.18. Materials engineering,90300.00,140
Bachelor's degree,4,14. Engineering,14.19. Mechanical engineering,93100.00,1140
Bachelor's degree,4,14. Engineering,14.21. Mining and mineral engineering,111400.00,120
Bachelor's degree,4,14. Engineering,14.25. Petroleum engineering,109000.00,220
Bachelor's degree,4,14. Engineering,14.38. Surveying engineering,78100.00,130
Bachelor's degree,4,15. Engineering technologies and engineering-related fields,15.15. Engineering-related fields,82100.00,120
Bachelor's degree,4,"16. Aboriginal and foreign languages, literatures and linguistics","16.01. Linguistic, comparative and related language studies and services",46200.00,90
Bachelor's degree,4,"16. Aboriginal and foreign languages, literatures and linguistics","16.03. East Asian languages, literatures and linguistics",44500.00,40
Bachelor's degree,4,"16. Aboriginal and foreign languages, literatures and linguistics","16.09. Romance languages, literatures and linguistics",29900.00,50
Bachelor's degree,4,19. Family and consumer sciences/human sciences,"19.05. Foods, nutrition and related services",53600.00,90
Bachelor's degree,4,19. Family and consumer sciences/human sciences,"19.07. Human development, family studies and related services",47000.00,240
Bachelor's degree,4,22. Legal professions and studies,"22.99. Legal professions and studies, other",51800.00,80
Bachelor's degree,4,23. English language and literature/letters,"23.01. English language and literature, general",43400.00,730
Bachelor's degree,4,23. English language and literature/letters,23.13. English rhetoric and composition/writing studies,50700.00,140
Bachelor's degree,4,"24. Liberal arts and sciences, general studies and humanities","24.01. Liberal arts and sciences, general studies and humanities",52900.00,940
Bachelor's degree,4,26. Biological and biomedical sciences,"26.01. Biology, general",50000.00,1010
Bachelor's degree,4,26. Biological and biomedical sciences,26.02. Biochemistry/biophysics and molecular biology,57100.00,50
Bachelor's degree,4,26. Biological and biomedical sciences,26.04. Cell/cellular biology and anatomical sciences,49900.00,60
Bachelor's degree,4,26. Biological and biomedical sciences,26.05. Microbiological sciences and immunology,53700.00,50
Bachelor's degree,4,26. Biological and biomedical sciences,26.07. Zoology/animal biology,38000.00,80
Bachelor's degree,4,26. Biological and biomedical sciences,26.08. Genetics,62200.00,30
Bachelor's degree,4,26. Biological and biomedical sciences,"26.09. Physiology, pathology and related sciences",36200.00,20
Bachelor's degree,4,26. Biological and biomedical sciences,"26.13. Ecology, evolution, systematics and population biology",54900.00,200
Bachelor's degree,4,26. Biological and biomedical sciences,26.15. Neurobiology and neurosciences,39100.00,40
Bachelor's degree,4,27. Mathematics and statistics,27.01. Mathematics,57700.00,110
Bachelor's degree,4,30. Multidisciplinary/interdisciplinary studies,30.17. Behavioural sciences,42000.00,50
Bachelor's degree,4,30. Multidisciplinary/interdisciplinary studies,30.18. Natural sciences,57700.00,110
Bachelor's degree,4,30. Multidisciplinary/interdisciplinary studies,30.19. Nutrition sciences,75100.00,170
Bachelor's degree,4,30. Multidisciplinary/interdisciplinary studies,"30.99. Multidisciplinary/interdisciplinary studies, other",46300.00,30
Bachelor's degree,4,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,52400.00,890
Bachelor's degree,4,38. Philosophy and religious studies,"38.01. Philosophy, logic and ethics",44500.00,130
Bachelor's degree,4,40. Physical sciences,"40.01. Physical sciences, general",63000.00,40
Bachelor's degree,4,40. Physical sciences,40.05. Chemistry,54300.00,200
Bachelor's degree,4,40. Physical sciences,40.06. Geological and Earth sciences/geosciences,70800.00,660
Bachelor's degree,4,40. Physical sciences,40.08. Physics,54000.00,70
Bachelor's degree,4,42. Psychology,"42.01. Psychology, general",47400.00,1770
Bachelor's degree,4,42. Psychology,"42.28. Clinical, counselling and applied psychology",59000.00,60
Bachelor's degree,4,43. Security and protective services,43.01. Criminal justice and corrections,64800.00,290
Bachelor's degree,4,43. Security and protective services,"43.99. Security and protective services, other",123400.00,70
Bachelor's degree,4,44. Public administration and social service professions,"44.00. Human services, general",58900.00,120
Bachelor's degree,4,44. Public administration and social service professions,44.07. Social work,56500.00,610
Bachelor's degree,4,45. Social sciences,"45.01. Social sciences, general",43800.00,50
Bachelor's degree,4,45. Social sciences,45.02. Anthropology,44300.00,270
Bachelor's degree,4,45. Social sciences,45.03. Archaeology,42600.00,80
Bachelor's degree,4,45. Social sciences,45.04. Criminology,63800.00,220
Bachelor's degree,4,45. Social sciences,45.06. Economics,59100.00,690
Bachelor's degree,4,45. Social sciences,45.07. Geography and cartography,60900.00,260
Bachelor's degree,4,45. Social sciences,45.09. International relations and national security studies,50500.00,150
Bachelor's degree,4,45. Social sciences,45.10. Political science and government,51400.00,670
Bachelor's degree,4,45. Social sciences,45.11. Sociology,51600.00,720
Bachelor's degree,4,45. Social sciences,45.12. Urban studies/affairs,59500.00,90
Bachelor's degree,4,50. Visual and performing arts,50.04. Design and applied arts,43800.00,440
Bachelor's degree,4,50. Visual and performing arts,50.05. Drama/theatre arts and stagecraft,31300.00,200
Bachelor's degree,4,50. Visual and performing arts,50.06. Film/video and photographic arts,34400.00,90
Bachelor's degree,4,50. Visual and performing arts,50.07. Fine arts and art studies,36200.00,580
Bachelor's degree,4,50. Visual and performing arts,50.09. Music,41000.00,120
Bachelor's degree,4,51. Health professions and related programs,"51.00. Health services/allied health/health sciences, general",57000.00,40
Bachelor's degree,4,51. Health professions and related programs,51.06. Dental support services and allied professions,78000.00,120
Bachelor's degree,4,51. Health professions and related programs,51.10. Clinical/medical laboratory science/research and allied professions,79600.00,80
Bachelor's degree,4,51. Health professions and related programs,51.15. Mental and social health services and allied professions,52400.00,100
Bachelor's degree,4,51. Health professions and related programs,51.22. Public health,60900.00,120
Bachelor's degree,4,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",76900.00,6390
Bachelor's degree,4,"52. Business, management, marketing and related support services","52.01. Business/commerce, general",72900.00,2210
Bachelor's degree,4,"52. Business, management, marketing and related support services","52.02. Business administration, management and operations",60600.00,2330
